Feature_ID,Feature_Name,Site_Category,Site_Subcategory,Feature_Status,Component,Priority,Source_File,Child_Story_Count,Child_Story_IDs,Stories_Tested_Count,Stories_Verified_Count,Story_Coverage_%,Verified_Pass_Count,QE_Verified,Direct_Feature_In_Release,Matched_Releases,Release_Count,Last_Release_Date,Test_Evidence,Traceability_Status,Coverage_Gap
CHP-2208,QE:: [CRM] Automate Accounts Listview- Prospect,Accounts,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,10,CHP-1278|CHP-1493|CHP-1541|CHP-1940|CHP-1942|CHP-1943|CHP-1944|CHP-2328|CHP-2412|CHP-2728,4,4,40.0,16,YES,NO,01-Aug25-hotfix-20260522143031.csv|05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|2-Feb26-20260522112632.csv|22-Aug25-20260522143052.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,16,2026-02-02,"[qe-verified] Edit Project
yes
yes // [qe-verified] Confirmed the accuracy of list view details
yes // [qe-verified] Confirmed the accuracy of list view details
yes // [qe-verified] Edit Project
yes
yes",FULLY_TRACED,None
CHP-2408,QE:: [MC1]: Automate Excess Project Flows,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,11,CHP-1490|CHP-1498|CHP-1576|CHP-1577|CHP-1578|CHP-1708|CHP-1709|CHP-1710|CHP-1711|CHP-2414|CHP-2417,4,4,36.4,0,YES,NO,08-July25-hotfix-20260522143008.csv|12-Jan26-20260522112602.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|27-Jan26-20260522112613.csv|28-Feb25-20260522141841.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,12,2026-02-02,"[CHP-1498] Missed in production Search
yes
yes // [CHP-1576] ## CRM SANITY TESTS Download excess and Bom Template, fill and upload. // ## CRM SANITY TESTS Downlo // [CHP-1709] Note Pricing – IC // Note Pricing – IC // [CHP-2417] ## CRM SANITY TESTS Edit Project // ## CRM SANITY TESTS Edit Project",FULLY_TRACED,None
CHP-1298,"Add ""Target Price per 100"" Field in BOM Upload Template - UI",General,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,5,CHP-1113|CHP-2305|CHP-2675|CHP-3327|CHP-3897,3,3,60.0,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|22-Nov24-20260522141636.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv|QE Release Notes 2026-20260522112607.csv,11,2026-02-02,"[CHP-1113] )
//app.clickup.com/t/8651091/CHP-1113 // [CHP-2305] Note Upload Excess // Note Upload Excess // [CHP-2675] General Add missing RFQ List columns across CRM",FULLY_TRACED,None
CHP-2972,QE:[MC1] Part API- Price Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-1894|CHP-218|CHP-3759,1,1,33.3,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,9,2026-02-02,"[CHP-1894] Note Pricing – IC
yes // Note Pricing – IC
yes",FULLY_TRACED,None
CHP-3388,Purchase order - Create Purchase Order from Multiple Approved Offers (Same Supplier),Purchasing,Purchase Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-967,0,0,0.0,9,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|31 Oct25-hotfix-20260522143342.csv|QE Release Notes 2026-20260522112607.csv,9,2026-02-02,"[qe-verified] Verify multiple offers can be added, supplier info captured // [qe-verified] Verify multiple offers can be added, supplier info captured // [qe-verified] Verify multiple offers can be added, supplier info captured // [qe-verified] Verify multiple offers can be added, supplier info captured",FULLY_TRACED,None
CHP-3844,Offer matching - Adding match indicator to Independent offers,Sales,Sales Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-2984|CHP-3503|CHP-551|CHP-862,1,1,25.0,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|12-Jan26-20260522112602.csv|2-Feb26-20260522112632.csv|24-Jan26-20260522112618.csv|27-Jan26-20260522112613.csv|29-Jan26-20260522112622.csv|30-Jan26-20260522112627.csv|QE Release Notes 2026-20260522112607.csv,9,2026-02-02,[CHP-551] Note Confirmed that an MPN change creates a new request line. // Note Confirmed that an MPN change c,FULLY_TRACED,None
CHP-475,QE:: Execute the testcases for Business Information (Profile),General,,done,,none,2026-05-22T09_09_07.112Z Altir - Chip 1 - Feature And Story Backlogs - Story Backlog.csv,8,CHP-1428|CHP-1468|CHP-2056|CHP-2057|CHP-2514|CHP-276|CHP-330|CHP-503,2,2,25.0,0,YES,NO,07-Apr25-20260522142924.csv|28-Feb25-20260522141841.csv|30-Jan26-20260522112627.csv,3,2026-01-30,"[CHP-1428] QE note Payload value matches UI calculation // [CHP-2514] Missed in production Mc1 user invite - signup
yes // Missed in production Mc1 user invite - signup
y",FULLY_TRACED,None
CHP-3667,Offer Improvements,Notification,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1101|CHP-1130|CHP-2229|CHP-3683|CHP-3913,3,2,60.0,1,YES,NO,22-Nov24-20260522141636.csv|27-Jan26-20260522112613.csv,2,2026-01-27,"[qe-verified] RFQ Line – Info pane improvements – // [CHP-1101] )
//app.clickup.com/t/8651091/CHP-1101 // [CHP-1130] Dev Only
//app.clickup.com/t/8651091/CHP-1130 // [CHP-2229] QE notes RFQ Line – Info pane improvements –",FULLY_TRACED,None
CHP-3018,System components - Improvements,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1423|CHP-1605|CHP-2499|CHP-2665|CHP-3040|CHP-3080|CHP-3129,3,2,42.9,1,YES,NO,22-Aug25-20260522143052.csv|27-Jan26-20260522112613.csv,2,2026-01-27,"[qe-verified] RFQ Line – Info pane improvements – // [CHP-2499] BOM Health email limiting to 30 lines
//app.clickup.com/t/8651091/CHP-2831
)- Edit contact not enabl // [CHP-2665] QE notes RFQ Line – Info pane improvements – // [CHP-3040] QE notes RFQ Line – Info pane improvements –",FULLY_TRACED,None
CHP-2924,Sourcing Request - Create a task to indicate a Sourcing request is assigned to a Buyer,Tasks,,in test process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-1876|CHP-258,0,0,0.0,1,YES,NO,22-Aug25-20260522143052.csv|27-Jan26-20260522112613.csv,2,2026-01-27,[name-match] RFQs created are not getting the requirement ID on prod // [name-match] Add SourcingRequest and Assignee columns in RFQ table,FULLY_TRACED,None
CHP-3660,Sales/Purchasing workflow changes -,Purchasing,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-3154,0,0,0.0,1,YES,NO,27-Jan26-20260522112613.csv,1,2026-01-27,[name-match] Sourcing Offer Enhancements,FULLY_TRACED,None
CHP-3336,Independent Offers - Create an Independent offer list/ offer,UI,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-156|CHP-3856,1,1,50.0,0,YES,NO,27-Jan26-20260522112613.csv,1,2026-01-27,[CHP-3856] RFQ RFQ → Offers → Delete offer,FULLY_TRACED,None
CHP-3056,Offers - Recommend and unrecommend offers,Sales,Quotes,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1518|CHP-2008|CHP-2066|CHP-2479|CHP-3753|CHP-3861|CHP-865,3,1,42.9,0,YES,NO,05-Dec24-20260522141700.csv|24-Jan26-20260522112618.csv|25-July25(data migration)-20260522143020.csv|28-Feb25-20260522141841.csv,4,2026-01-24,"[CHP-2066] "" Pulling contact information from accounts if available : // Missed in production Lead Account & Tr // [CHP-2479] User id reconciliation for all the entities - Done
//app.clickup.com/t/8651091/CHP-2536
)
//app.clic // [CHP-3753] )
//app.clickup.com/t/8651091/CHP-3753",FULLY_TRACED,None
CHP-3338,Independent offers - View Offer List Details,UI,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-1993|CHP-3857,1,0,50.0,0,NO,NO,24-Jan26-20260522112618.csv|28-Nov25-20260522143443.csv,2,2026-01-24,"[name-match] Market offers - List view // [CHP-3857] PO Sync
//app.clickup.com/t/8651091/CHP-3857",PARTIALLY_TRACED,1 linked stories without release evidence
CHP-3657,Sales/Purchasing workflow changes - Request for purchase from Sales Order,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-1552|CHP-3152,1,1,50.0,0,YES,NO,05-Jan26-20260522112519.csv|05-Jan26-20260522112557.csv|28-Feb25-20260522141841.csv,3,2026-01-05,"[name-match] Export PDF on CRM for quotes, invoices , sales Orders // [name-match] Export PDF on CRM for quotes, invoices , sales Orders // [CHP-1552] //app.clickup.com/t/8651091/CHP-1552
)
//app.clickup.com/t/8651091/CHP-1504
//app.clickup.com/t/8651",FULLY_TRACED,None
CHP-3211,Authorization: UI Section permission,API,,ready for eng review,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-3608|CHP-910,1,0,50.0,0,NO,NO,12-Dec25-20260522143516.csv,1,2025-12-12,"[CHP-3608] Adding Resizer on all the tables
//app.clickup.com/t/8651091/CHP-3608",PARTIALLY_TRACED,1 linked stories without release evidence
CHP-2971,QE:[MC1] Part API- Part Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1098|CHP-1649|CHP-1686|CHP-1904|CHP-613|CHP-614|CHP-863,5,5,71.4,0,YES,NO,02-Dec24-20260522141654.csv|07-Apr25-20260522142924.csv|22-Nov24-20260522141636.csv|8-Dec25 Release-20260522143509.csv,4,2025-12-08,"[CHP-1098] )
//app.clickup.com/t/8651091/CHP-1098 // [CHP-1686] General Project/BOM Health // CHP-1551 Project - Fetch total estimated cost // [CHP-1904] Private ( https Quote fixes // [CHP-613] Private ( https Quote fixes",FULLY_TRACED,None
CHP-3235,Authorization: Global View control,API,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-2299|CHP-3603|CHP-871,0,0,0.0,0,NO,YES,8-Dec25 Release-20260522143509.csv,1,2025-12-08,"[direct] //app.clickup.com/t/8651091/CHP-3386
)
//app.clickup.com/t/8651091/CHP-2897
) - Existing issues
//ap",FULLY_TRACED,None
CHP-3523,Independent offers - Edit individual offers,Purchasing,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,0,,0,0,100.0,0,NO,NO,28-Nov25-20260522143443.csv,1,2025-11-28,[name-match] Market offers - List view // [name-match] Offers List - List view,PARTIALLY_TRACED,Indirect/name-match only
CHP-2127,Tasks - Table/List view,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-2043|CHP-2316|CHP-3575,1,0,33.3,0,NO,NO,28-Nov25-20260522143443.csv,1,2025-11-28,[name-match] Market offers - List view // [name-match] Offers List - List view // [CHP-3575] Context Info pane // Enable permissions for account,PARTIALLY_TRACED,2 linked stories without release evidence
CHP-2126,Tasks - Grouping ,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-1192|CHP-3880,2,1,100.0,0,YES,NO,10-Sep25-20260522143133.csv|17-Dec24-20260522141717.csv|25-Nov25-20260522143436.csv,3,2025-11-25,"[CHP-1192] Dashboard - Ignore country code if missing - that was in  hotfix/2024.12.05
//app.clickup.com/t/8651 // [CHP-3880] Yes https Yes // Yes https Yes",FULLY_TRACED,None
CHP-3339,Independent offers - View individual offer details ,Parts,,ready for dev,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-1689,1,1,100.0,0,YES,YES,07-Apr25-20260522142924.csv|25-Nov25-20260522143436.csv,2,2025-11-25,"[direct] Offer details - Page & Details tab // [direct] Offer Sync - Inbound // [direct] Pricing Enhancements refactored code // [CHP-1689] CHP-1689, CHP-1657 Part - pricing improvements, auth layout, project table, fix 2 columns couldn't  ",FULLY_TRACED,None
CHP-3054,Offers - Update offers - Duplicate & Edit,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-1551,1,1,100.0,0,YES,NO,07-Apr25-20260522142924.csv|25-Nov25-20260522143436.csv,2,2025-11-25,"[name-match] Offer details - Page & Details tab // [CHP-1551] Project - Fetch total estimated cost // CHP-1689, CHP-1657 Part - pricing improvements, auth layout,",FULLY_TRACED,None
CHP-62,Secure current Infrastructure,General,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,7,CHP-1071|CHP-116|CHP-1304|CHP-1994|CHP-2640|CHP-456|CHP-463,1,1,14.3,0,YES,NO,5 Nov25-20260522143348.csv,1,2025-11-05,[CHP-1071] Refactor Deepti,FULLY_TRACED,None
CHP-3176,Unify and Enhance Timeline Tabs Across Entities,UI,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,10,CHP-1234|CHP-1410|CHP-2177|CHP-2247|CHP-244|CHP-2802|CHP-3185|CHP-3201|CHP-3595|CHP-3932,3,1,30.0,0,YES,NO,06-feb25-20260522141818.csv|10-Sep25-20260522143133.csv|31 Oct25-hotfix-20260522143342.csv,3,2025-10-31,"[CHP-1410] //app.clickup.com/t/8651091/CHP-1410
) // [CHP-2802] )
//app.clickup.com/t/8651091/CHP-2842
)
//app.clickup.com/t/8651091/CHP-2844
)
//app.clickup.com/t/ // [CHP-3932] General Fix QuoteNumber Mapping for RfqQuotes List // fix Refactorings on News
.",FULLY_TRACED,None
CHP-3845,Offer matching - Auto match,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1953|CHP-340|CHP-3848|CHP-3901,2,2,50.0,0,YES,NO,31 Oct25-hotfix-20260522143342.csv|31-Dec24-20260522141739.csv,2,2025-10-31,"[CHP-3848] fix Refactorings on News
. // [CHP-3901] General Abhinay // General Abhinay",FULLY_TRACED,None
CHP-2973,QE:[MC1] Part API- Product Category Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1241|CHP-1391|CHP-1496|CHP-3812,1,1,25.0,0,YES,NO,29 Oct25-hotfix-20260522143336.csv,1,2025-10-29,"[CHP-1391] Private ( https Basic Sanity looks good
## CRM SANITY TESTS",FULLY_TRACED,None
CHP-2962,QE:[MC1] Transaction API- Project Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1688|CHP-205|CHP-2600|CHP-3251|CHP-3285,2,1,40.0,1,YES,NO,07-Apr25-20260522142924.csv|10 Oct25-20260522143236.csv|28-Feb25-20260522141841.csv,3,2025-10-10,"[qe-verified] Edit Project
yes
yes // [CHP-1688] General Project/BOM Health // CHP-1551 Project - Fetch total estimated cost // [CHP-3251] //app.clickup.com/t/8651091/CHP-2808
)
//app.clickup.com/t/8651091/CHP-3212
)
//app.clickup.com/t/86",FULLY_TRACED,None
CHP-1250,Invite collaborators for editing Projects [Bom/Excess],Projects,Excess,needs grooming,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1392|CHP-1537|CHP-2834|CHP-3726|CHP-869,2,1,40.0,0,YES,NO,07-Apr25-20260522142924.csv|10-Sep25-20260522143133.csv,2,2025-09-10,[CHP-1537] General Redis Client Integration // [CHP-2834] Don't show 'Hide in MyChip1' for projects uploaded from MC1 // Databit enhancement // Datagroup bug ,FULLY_TRACED,None
CHP-2392,QE:: [MC1]: Automate Projects Flows,General,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,9,CHP-1148|CHP-1501|CHP-1659|CHP-1705|CHP-1706|CHP-2388|CHP-2397|CHP-2409|CHP-2410,1,1,11.1,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv|28-Feb25-20260522141841.csv,9,2025-08-22,"[CHP-2397] ## CRM SANITY TESTS Edit Project
yes
yes // ## CRM SANITY TESTS Edit Project
yes
yes",FULLY_TRACED,None
CHP-2418,QE:: [MC1]: Automate Orders Flows,General,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,13,CHP-1139|CHP-1146|CHP-1240|CHP-1243|CHP-1467|CHP-1575|CHP-1613|CHP-2237|CHP-2393|CHP-2415|CHP-2420|CHP-2983|CHP-3406,2,2,15.4,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|08-July25-hotfix-20260522143008.csv|13-Aug25-hotfix-20260522143044.csv|14-July25-hotfix-20260522143014.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv,7,2025-08-22,"[CHP-2237] ## CRM SANITY TESTS Page Search
yes
yes // ## CRM SANITY TESTS Page Search
yes
yes // [CHP-2393] ## CRM SANITY TESTS Edit Project // ## CRM SANITY TESTS Edit Project",FULLY_TRACED,None
CHP-1806,Improvement - Setup Redis with TLS in Altir infra,API,,needs grooming,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-100|CHP-1398|CHP-1656|CHP-1799|CHP-2271|CHP-2314,3,2,50.0,0,YES,NO,01-Aug25-hotfix-20260522143031.csv|06-Aug25-hotfix-20260522143036.csv|07-Apr25-20260522142924.csv|13-Aug25-hotfix-20260522143044.csv|22-Aug25-20260522143052.csv|25-July25(data migration)-20260522143020.csv,6,2025-08-22,"[CHP-1398] General Redis Client Integration // [CHP-2271] BOM Health email limiting to 30 lines
//app.clickup.com/t/8651091/CHP-2831
)- Edit contact not enabl // [CHP-2314] ## CRM SANITY TESTS Global Search
yes
yes // ## CRM SANITY TESTS Page Search
yes
yes",FULLY_TRACED,None
CHP-3400,Purchase order - Handle QC Fail - Initiate Return (RMA),Purchasing,Purchase Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-1744|CHP-2779|CHP-3166|CHP-468|CHP-642,1,1,20.0,0,YES,NO,08-July25-hotfix-20260522143008.csv|14-July25-hotfix-20260522143014.csv,2,2025-07-14,[CHP-2779] ## CRM SANITY TESTS Upload BOM from CRM // ## CRM SANITY TESTS Upload BOM from CRM,FULLY_TRACED,None
CHP-2967,QE:[MC1] Transaction API- Search Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,4,CHP-1648|CHP-302|CHP-323|CHP-348,1,1,25.0,1,YES,NO,07-Apr25-20260522142924.csv|28-Feb25-20260522141841.csv,2,2025-04-07,"[qe-verified] Search
yes
yes // [CHP-1648] Stage Search
yes
yes",FULLY_TRACED,None
CHP-1720,Handling Authorization through Card Fields in fn-db-management lib,API,,needs grooming,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,2,CHP-1196|CHP-191,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2958,QE:[MC1] Transaction API- Export Tests,API,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-2180,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2964,QE:[MC1] Transaction API- QuoteItem Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,0,,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2966,QE:[MC1] Transaction API- RFQ Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,0,,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2970,QE:[MC1] Transaction API- Timeline Tests,API,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-264,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-1791,Common Validation Rules and Error Messages (CRM Forms),Accounts,,in dev process,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,6,CHP-1073|CHP-1074|CHP-1511|CHP-2150|CHP-2343|CHP-533,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-1878,Tariff Impact,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,0,,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2647,"RFQ,Order,Projects,Parts - Added notes are not displaying in UI",Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-1233|CHP-2039|CHP-3094,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-3393,Purchase order - View aggregated status at parent PO,Parts,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,5,CHP-198|CHP-2337|CHP-2985|CHP-3015|CHP-567,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-3086,Sourcing Request - Merging Multiple Sourcing Requests and handling exceeding requirement scenarios. ,Purchasing,Sourcing Requests,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,3,CHP-183|CHP-2925|CHP-467,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-3656,Sales/Purchasing workflow changes - Quote creation from offers and quote creation without offers - Advancement into SO,Sales,Sales Orders,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-2028,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2110,Dashboard - News feed & Leaderboard insights ,UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,0,,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
CHP-2166,Tasks - FAB (floating action button options) (In progress),UI,,created,,none,2026-05-22T09_09_29.816Z Altir - Chip 1 - Feature And Story Backlogs - Feature Backlog.csv,1,CHP-202,0,0,0.0,0,NO,NO,,0,,,UNTESTED,No release linkage at feature or story level
