Area,Title,Description,Priority,Status,Assigned To,Change,Type,Target Date,QE comments,Created by,Created on
Sourcing Request,"SR - Request for purchasing ","IF one offers associated with SR is marked as request for purchasing (purchase requested), all other offers which were not even purchase requested are also going into that state ",P0,Done,Aditya Jain,"UI,BE",Purchasing,"Mar 26, 2026",,Phani Yedidi,"Mar 20, 2026"
Sourcing Request,SR Live Sync and task issue,"1. Ensure SR is not getting created upon SO or RFQ migration
2. During sync ensure the rfq/so object has all data, especially rfq number or so number and salesperson populated. Currently these fields are not getting populated.
3. The auto task creation for SR should have the type of GQ and Not PO.
4. Change the value of GQ and Create PO task type  to “Sourcing Requested” and “Purchase Requested”.



Please ensure to review these changes with Pranab Dutta ",P0,Done,Aditya Jain,BE,Purchasing,"Mar 24, 2026",,Sai Nagboth,"Mar 23, 2026"
Sourcing Request,SR List view - Assigned to me,"Few things in SR list view

1. “Assigned to me” filter as well as Assigned to and Assigned Team filter not working.
2. Change “Team | Assigned To” in list to “Buying Team | Buyer” 
3. Change names of filters “Assigned to” and “Assigned team” to Buying Team and Buyer.
4. Add time to created date in all SR list views, in RFQ, SO and main list views. 
5. Do the same for offers.",P0,Done,Arvind Dhakar,UI,Purchasing,"Mar 24, 2026",,Sai Nagboth,"Mar 23, 2026"
Sourcing Request,SR Bulk Assignment,"1. From Sales → RFQ line view and RFQ → RFQ Line we need bulk SR creation or creation per line from 3 dots.
2. We should a modal to select buying team, notes and comments. Rest of the data is defaulted. 
3. From UI we can submit one request at a time to backend based on associated RFQ data. ",P1,Done,Krupa Panchal,UI,Purchasing,"Mar 26, 2026",,Sai Nagboth,"Mar 23, 2026"
Sourcing Request,,Offer counts are off on Status progression bar of SR,P1,On Production,,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,Access Error handling,"Updated task info pane to show Access denied on the cards which return 403
",P0,Done,Alexey Duduk,UI,Other,,,Dipak Majhi,"Mar 26, 2026"
Sourcing Request,"SR - Expiry ","Sourcing request expiry job is not running correctly. Fix it as follows

1. Expire it when expiry date > today
2. Only mark the isClosed flag, do not change the flag.",P0,Done,Aditya Jain,BE,Purchasing,"Mar 25, 2026",,Sai Nagboth,"Mar 24, 2026"
Sourcing Request,SR Data groups,"Some reason some Germany SRs are having US data groups associated. 



E.g., 69c16ca98d0c4700e9ed1b84



Please look at Tran/David for US region and Salva for Germany to ensure it is not coming up. Need to clean up data as well.



Please check with Sandeep Thatikonda  for any clarity.",P0,Done,Tejaswini Allagadda,BE,Purchasing,"Mar 24, 2026","The data groups for Sr can be From any of these sources

1. From the sales Person attached to the user.
2. From the suppliers attached to the user.(if present)
3. From the region mapped to that SR
4. From the rfq/SO from which this sourcing request is generated. 

In the example above the Datagroup came from SO which has the USA Data group.",Sai Nagboth,"Mar 23, 2026"
Sourcing Request,SR  & RFQ - Data groups and IDs,"RFQ - YET TO BE DEPLOYED

1. Add data groups of the account
2. Add default/primary data group of the sales person

Sourcing Request - Deployed to Stage (points #1 to #5)

Please ensure the data group assignment, region and ID logic is aligned to this 

1. SR should have the region selected based on the sales person associated with the RFQ or SO being created.
2. Based on the region assign the default data groups of the region.
3. Assign the data groups of the RFQ and/or SO
4. When SR is associate with an SO later, assign the data groups from SO. Only append.
5. ID should be generated based on the region as per above.
6. SalesPerson data group should not be added.(After above RFQ changes are done) YET TO BE DEPLOYED

Offer - Deployed to Stage

1. If offer is associated with SR upon creation then pick the region based on SR region. ID generation should be accordingly aligned.
2. When creating a generic offer, associate the region based on the supplier region.

",P0,On Production,"Tejaswini Allagadda,Sandeep Thatikonda,Aditya Jain",BE,"Purchasing,Sales","Apr 14, 2026",please change status once its deployed,Phani Yedidi,"Mar 20, 2026"
Sourcing Request,,Alternative visibility improvements on UI - https://www.figma.com/design/v5c0jzDP5riw5RFBNzIyqe/Chip-1---Designs?node-id=28553-41939&p=f&t=ssmn3skBbyRyFfse-0,P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"May 5, 2026"
Sourcing Request,,"Allocation Sync ",P0,Done,Deepti Vaidyula,BE,Purchasing,,,Phani Yedidi,"May 5, 2026"
Sourcing Request,SR- Bulk Create,"Allow an ability to create SRs in bulk as below

1. Allow bulk creation from list view or RFQ → RFQ line view
2. Assume all default values from RFQs.
3. This will be done via UI itself, UI should make a call per RFQ. 
4. Allow only selection of buying team, notes and comments in the UI.
5. On UI we can show the same size modal as create SR with the 3 fields and show a small table of RFQs selected at the bottom. Upon submit we can do a call per row to the BE and mark that as done. Similar to copy/paste of contacts.
6. Sourcing Type field is added to RFQ, if available we can default the value from there. If not, leave it blank for now.",P0,Done,Krupa Panchal,UI,Purchasing,"Mar 25, 2026",,Sai Nagboth,"Mar 24, 2026"
Sourcing Request,,Custom Views  / Default views - View not flipping to default from custom,P0,Done,Arvind Dhakar,3/26/2026,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,SR list view,"Allow buyers to search for and add an existing offer (from a different SR) to the current sourcing request ",P2,Done,,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,"SR list view ","All tab to bring all the SR’s apart form closed ",P0,On Production,,,Purchasing,,,Phani Yedidi,"Apr 14, 2026"
Sourcing Request,Buyer Team selection type ahead,Type-ahead not working in buying team field during SR creation,P0,Done,Om Sreenivasan,,Purchasing,,,Phani Yedidi,"Mar 28, 2026"
Sourcing Request,SR permissions,Purchasing managers should have the permissions to see sales orders on SR,P0,On Production,Andrey Kuznetcov,,Purchasing,,,Phani Yedidi,"Apr 23, 2026"
Sourcing Request,,Purchasing managers should be able to see the price on SR - lets please double check. This was reported by Tran,P0,On Production,Andrey Kuznetcov,BE,Purchasing,,,Phani Yedidi,"Apr 23, 2026"
Sourcing Request,,"Add INCO city to SR and copy from SO - Bring to Line details 
Inco city is the city from where they are planning to ship (SO to PO it changes) - Might have to be added on Create PO as well",P1,Done,"Arvind Dhakar,Aditya Jain",,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
Sourcing Request,,Add tab on SR to see linked Purchase Orders,P1,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
Sourcing Request,,Remove permissions to RFQ and Orders tab for Junior and Ex-Buyer roles,P1,On Production,Andrey Kuznetcov,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
Sourcing Request,,"Implement SR quantity delta tracking — show remaining open quantity, flag sourcing still pending",P1,Done,Phani Yedidi,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
Sourcing Request,,"Confirm with XCRM: when we create a task/SR on Chip1 and it creates a task on XCRM, does XCRM send an update back that could create a duplicate SR",P0,Done,Aditya Jain,,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
Sourcing Request,,"Change task notification subject to ""New Task - «action»"" for new tasks and ""Task - «action»"" for others",P1,Done,"Aditya Jain,Nikhil Kumar Singh",,Purchasing,,,Phani Yedidi,"Apr 6, 2026"
Sourcing Request,Associated offer to SR,"There is a challenge where purchasing team wants to associate an offer already in the system with a SR. Could be because they could not create offer in Apex so they created in xCRM or could be an existing offer from other source. To accommodate this, do the following. 



1. Add an option in SR fab called “Attach an offer”.
2. This should allow a user to see all offers matching the MPN or allow user to search for an offer with id
3. They can attach it. 
4. On BE this should associate the offer with the SR. We need to make sure an offer can be associated with multiple SRs. 
5. In offer tab of SR, show the offer type. ",P0,On Production,"Aditya Jain,Arvind Dhakar","BE,UI",Purchasing,"Apr 15, 2026","#6: not clear
what happens when user attach open market offer to SR",Phani Yedidi,"Apr 6, 2026"
Sourcing Request,"SR list view/ details ","Old SRs where RFQ was quoted or SO created should be auto-closed for anything old = close. (Anything that is 2 weeks old) New ones go forward. (Allocation logic doesn’t apply for the old SR’s)
For the SR that are less than 2 weeks old  (Allocation logic applies): Only for the new ones with allocation logic should stay open if the pending quantity is greater than 0 and less than 2 weeks old)",P0,Done,"Pranab Dutta,Aditya Jain",,Purchasing,,,Phani Yedidi,"Apr 13, 2026"
Sourcing Request,SR list view,"Now that SR is split into tabs, consider adding an 'All' tab so users can see everything together if needed.",P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 13, 2026"
Sourcing Request,"SR Bulk create ","Should bring sales person selection on model 
We need to do the following :
- Bring the Sales person selection to bulk SR creation
- Default it to the logged in user",P0,Done,Krupa Panchal,UI,Purchasing,,,Phani Yedidi,"Apr 10, 2026"
Sourcing Request,,Description of part needs to be carried over from RFQ or Part details.,P1,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,,"SR Details - re-order sections as per below.

1. Line Details
2. Part Details
3. Offers
4. Sourcing Analysis
5. Tasks
6. Timeline
7. Documents
8. RFQs
9. Orders",P1,Done,Arvind Dhakar,3/26/2026,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,,Fix SR FAB icon – wrong icon on RFQ > FAB actions,P1,Done,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,SR List view,SRs jump to top when a first offer is attached. Should always sort by creation date only.,P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Apr 22, 2026"
Sourcing Request,,"On the SR on SO when it is added directly can we have a check from UI and throw a warning to indicate that without the approvals the SR can't be submitted (purchase requested) ?

Block the user to create SR from SO if approvals are not there 
MEssage :  “Please have all the approvals secured to raise a Sourcing Request”",P0,On Production,Arvind Dhakar,,Purchasing,,,Phani Yedidi,"Apr 22, 2026"
Sourcing Request,"SR details ","Ensure sourcing request “created by” and team data are populated



* Populate created by correctly.
* Ensure buyer/team assignment is visible and clearly rendered.
* Tighten the spacing and display style for team/user chips or stacked values so it does not look like fields are blank.",P0,On Production,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
Sourcing Request,,"SR allocation details.. Introduce three buckets to indicate the total ordered quantity, what’s been procured and what is pending to be procured ",P0,Done,"Arvind Dhakar,Sheikh Habib","BE,UI",Purchasing,,,Phani Yedidi,"Apr 9, 2026"
Sourcing Request,SR List view,"Separate sourcing requests into:

  * offer requests
  * purchase requests

Adjust dashboard buckets and top summary boxes to match each flow.",P0,Done,Arvind Dhakar,UI,Purchasing,,,Phani Yedidi,"Apr 9, 2026"
Sourcing Request,,QC level field to be introduced and honored from SR,P0,Done,Krupa Panchal,3/26/2026,Purchasing,,,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,,Data clean up - Multiple 'Goldy' requirement entries appearing in live production system,P0,Done,,,Purchasing,,20/03: Requirements cleaned for user ‘Goldy’ in prod,Phani Yedidi,"Mar 26, 2026"
Sourcing Request,New Notifications,"1. Create an Email Notification template for 'Offers made on our Sourcing Requests'
2. Create an Email Notification template to notify the ICP/Sales person when a BoM is uploaded.",P1,On Production,Nikhil Kumar Singh,BE,Purchasing,,,Dipak Majhi,"Apr 15, 2026"
Sourcing Request,Team data groups for SR,"There is an interesting situation for purchasing where some teams are global and work on SRs from various regions. As of now the US folks are not able to see SRs from Germany etc. 

To solve this we can do the following

1. Assign each team a data group
2. When team is assigned to SR the team data group gets added to the SR similar to what we do for user.
3. Do a one time migration of existing SRs. (data team)",P0,On Production,"Srinivas Sanka,Nagababu Guddati,Sandeep Thatikonda","BE,Data","Purchasing,Data",,,Sai Nagboth,"Apr 23, 2026"
Sourcing Request,Attach exiting PO to SR,"Implement a feature to attach an existing PO to an SR. This should primarily be treated associated the SR to PO and to SO like what we do for create flow but just that it is an existing PO. All the allocation flow needs to be run with this assocaition. 

It will address multiple use cases e.g., 

1. Allowing users to buy for multiple SRs 
2. Allow a PO created in xcrm to attach to SR
3. Allow old stock and PO to be associated with SR.



This should be in the FAB action of “Attach PO”. 



The current “Attach PO” should be changed to

1. “Add line to Purchase Order” (or Add line to PO)
2. In the Create new PO action, we can also add an option to Add line to PO similar to that of SR creation",P0,On Production,"Arvind Dhakar,Sheikh Habib","BE,UI",Purchasing,"Apr 20, 2026",,Sai Nagboth,"Apr 16, 2026"
Canny Followups,Aditya,https://chip1.canny.io/admin/feedback/apex-1-feedback/p/please-review-the-gpt-behind-the-account-profile-enrichment-this-example-shows-h?status=open,P0,Done,Aditya Chopra,,,,,Dipak Majhi,"Apr 16, 2026"
Canny Followups,Andrey,"https://chip1.canny.io/admin/feedback/apex-1-feedback/p/account-stage?status=open

https://chip1.canny.io/admin/feedback/apex-1-feedback/p/account-engagement?status=open

https://chip1.canny.io/admin/feedback/apex-1-feedback/p/old-rfqs-quotes-not-available-even-though-they-exist?status=open

Suppliers names is not visible to purchasing team: https://chip1.canny.io/admin/feedback/apex-1-feedback/p/supplier-names-in-market-activity?status=open",P0,Done,Andrey Kuznetcov,,,,,Dipak Majhi,"Apr 16, 2026"
Canny Followups,Shivanand / TJ,"TJ:

https://chip1.canny.io/admin/feedback/apex-1-feedback/p/nda-issue?status=open",P0,Done,"Tejaswini Allagadda,Shivananda Sai","BE,UI",Sales,,,Dipak Majhi,"Apr 16, 2026"
SO sync issues,SO  Outbound Sync issues,"https://crm.stage.chip1.info/sales/orders/69df5f9ad228e7380eeefc36/line/69df5f9ad228e7380eeefc34

1. incoterms is not populating in SO create form which is not saving at account level [BE] - Verified
2. Internal Customer Code is not populating from account under SO details page [BE] - - Verified
3. Add External Notes to PDF checkbox is not syncing to xcrm [BE]✅
Correlationid : dc239ed8-8ada-4fa0-8856-e82f4cde11fd
4. VAT details not populating from account under SO details page(Shipping Details section) [PR Raised] - Verified
5. Export Approval not getting sync to xcrm in SO line level [BE] Verified
Correlationid : 9f2432e6-85e8-48b9-8427-14fae6d71557
6. At the parent level, account approval is not resetting in xcrm when unapproved. [BE] Verified
correlationid : f9911eb9-a5d0-4810-9e36-913caaef70fc",P1,On Production,"Shivananda Sai,Srinidhi Gundimi",Sync,Sales,"Apr 21, 2026","[QE comments 06/05 ] : #5,#6 needs fix",Deepti Vaidyula,"Apr 16, 2026"
SO sync issues,SO o/b sync is failing,"The salesperson is correctly saved in the Apex, but the Connect service doesn't map it correctly during outbound calls. 

db.salesorders.find({""_id"": ObjectId(""69e71ffca0cd442c8539cdd4"")});

connect log",P0,On Production,Srinidhi Gundimi,Sync,Sales,"Apr 21, 2026",,Pranab Dutta,"Apr 21, 2026"
SO sync issues,SO outbound sync failing due to sales person not present error,"Bunch of SOs are not syncing to xCRM. We found that the issue most likely is due to user id being xcrm id vs. apex id. This we were thinking originated from account. Not sure how it got to account (migration or live update).

 

69ea9bdf078ce0071727b045

69e112d1ad13665ef846b3c2

69ea879c078ce0071727b002 



Please check for additional misses to xcrm and sync. 



[Sai] Srini and I tried to fix one of them but then when we updated it was not going to xcrm. We tried to fix 69ea879c078ce0071727b002. Need to check why.



Action items for SO sync issue due to sales order

1. Identify SOs that have xcrm user id instead of apex user id for salesperson
2. Fix the user id for the ones in #1
3. Add the missing users to id reconciliation
4. Find accounts that have xcrm user id instead of apex user id 
5. Fix the user id for the ones in #4
6. xCRM needs to see RC of remote host terminated issue

 ",P0,Done,Pranab Dutta,Sync,Sales,"Apr 24, 2026","[Pranab 04/05] All action items were done, data correction was done too.",Sai Nagboth,"Apr 23, 2026"
SO sync issues,SO manual allocation sync,SO manual allocation sync in both directions,P0,On Production,Aditya Jain,Sync,"Sales,Purchasing",,"[QE Comments 11/05] : OB allocation sync happened with delay but allocation counts are not correct in the boxes

https://crm.stage.chip1.info/sales/orders/6a01e1badddc0b7fe17690aa/line/6a01e1badddc0b7fe17690a9



IB sync is not working

https://crm.stage.chip1.info/sales/orders/6a01e6492c49d94dbd73c731/line/6a01e6482c49d94dbd73c730

correlationId : eb77d52c-4d44-11f1-b585-2d1c5cbdc529",Pranab Dutta,"May 4, 2026"
Quote,Send Quote & Download Quote PDF for select quote lines,"1. Have an ability to select and download only a few quote lines (Currently all quote lines are downloaded)
2. Have an ability to ",,Done,,"UI,BE",Sales,,,Om Sreenivasan,"May 19, 2026"
Quote,Feedback Items,"Germany Feedback Items:

https://altirllc-my.sharepoint.com/:w:/r/personal/dmajhi_altir_co/_layouts/15/Doc.aspx?sourcedoc=%7B9241F1DF-3E24-497F-B623-1724B706DADD%7D&file=New%20Feedback.docx&nav=eyJjIjoxNzY2MTgxOTc1fQ&action=default&mobileredirect=true",P0,On Production,"Shivananda Sai,Tejaswini Allagadda,Nagababu Guddati","BE,UI,Sync,Data","Sales,Data","Apr 17, 2026",,Dipak Majhi,"Apr 17, 2026"
Stock,Alternative to GI sync,Need to enhance the stock payload to indicate the Receiving process,,Done,"Sheikh Habib,Nikhil Kumar Singh",Sync,Purchasing,,"[Pranab, 04/05] This feature is not needed.",Pranab Dutta,"Apr 17, 2026"
Invoice,Invoice improvements and sync,"* When an outbound shipment is created, an invoice should be generated in Apex. (BE Tejaswini Allagadda )

Request Input: misc cost, freight cost, qty, shipment_id, total_cost shall be calculated (unit_cost * qty)

* The outbound invoice sync should be developed (ConnectTejaswini Allagadda )



Outline the summary of all invoice changes in this ticket. 

https://app.clickup.com/t/8651091/CHP-5607",P0,On Production,"Tejaswini Allagadda,Srinidhi Gundimi","Sync,UI,BE",Purchasing,"Apr 24, 2026",,Pranab Dutta,"Apr 19, 2026"
SR Sync,Duplicate SRs being created,"1. For some reason there are cases where duplicates SRs are getting created. Guessing it is due to sync. Here are examples
  1. RFQ Link. Look at SRs ending with 654 and 653✅
2. Also on Inbound salesperson seems to be not getting mapped. Look at the above 2.",P0,On Production,"Aditya Jain,Abhinay Sharma",Sync,Purchasing,"Apr 22, 2026",,Sai Nagboth,"Apr 21, 2026"
Notifications Templates,,"[BUG] User not able to click on the comments in notifications

(Canny Link)",P0,On Production,Nikhil Kumar Singh,BE,Sales,"Apr 30, 2026",,Dipak Majhi,"Apr 27, 2026"
Sales Order,,"SO Improvements: https://chip1.canny.io/apex-1-feedback/p/so-section

(This is an old list, QE to validate the items first)",P0,Done,Deepti Vaidyula,"UI,BE",Sales,,[QE Comments 19/05] - All points mentioned in the ticket are working fine except purchasing division field which is not present in Apex,Dipak Majhi,"Apr 27, 2026"
PO PDF issues,Attributes not in PDF generated:,"PO PDF issues:

Attributes not in PDF generated:

1. Package
2. ROHS
3. Product
4. Description
5. ECCN US
6. ECCN Local
7. US DUAL: No , (Should be yes)
8. LOCAL DUAL: No (should be yes)
9. EXPECTED DELIVERY
10. TTL and sub total is not including the bank charge, freight charges and misc charges.

PO link : https://crm.stage.chip1.info/purchasing/purchase-orders/69f8730cd15f0f05b6e40a54/line/69f8730cd15f0…

CC:

Sandeep Thatikonda, Abhinay Sharma",P1,On Production,Phani Yedidi,Other,Purchasing,"May 21, 2026",,Deepti Vaidyula,"May 4, 2026"
